system:index,Date,Longitude,PlotID,Type,description,doy-20140306,doy-20140322,doy-20140407,doy-20140423,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20141016,doy-20141101,doy-20141117,doy-20141203,doy-20141219,doy-20150101,doy-20150117,doy-20150202,doy-20150218,doy-20150306,doy-20150322,doy-20150407,doy-20150423,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,doy-20151016,doy-20151101,doy-20151117,doy-20151203,doy-20151219,doy-20160101,doy-20160117,doy-20160202,evi-20140306,evi-20140322,evi-20140407,evi-20140423,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20141016,evi-20141101,evi-20141117,evi-20141203,evi-20141219,evi-20150101,evi-20150117,evi-20150202,evi-20150218,evi-20150306,evi-20150322,evi-20150407,evi-20150423,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,evi-20151016,evi-20151101,evi-20151117,evi-20151203,evi-20151219,evi-20160101,evi-20160117,evi-20160202,geometry,name,ndvi-20140306,ndvi-20140322,ndvi-20140407,ndvi-20140423,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20141016,ndvi-20141101,ndvi-20141117,ndvi-20141203,ndvi-20141219,ndvi-20150101,ndvi-20150117,ndvi-20150202,ndvi-20150218,ndvi-20150306,ndvi-20150322,ndvi-20150407,ndvi-20150423,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,ndvi-20151016,ndvi-20151101,ndvi-20151117,ndvi-20151203,ndvi-20151219,ndvi-20160101,ndvi-20160117,ndvi-20160202,summaryQA-20140306,summaryQA-20140322,summaryQA-20140407,summaryQA-20140423,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20141016,summaryQA-20141101,summaryQA-20141117,summaryQA-20141203,summaryQA-20141219,summaryQA-20150101,summaryQA-20150117,summaryQA-20150202,summaryQA-20150218,summaryQA-20150306,summaryQA-20150322,summaryQA-20150407,summaryQA-20150423,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,summaryQA-20151016,summaryQA-20151101,summaryQA-20151117,summaryQA-20151203,summaryQA-20151219,summaryQA-20160101,summaryQA-20160117,summaryQA-20160202,.geo
89,1438560000000,-113.7466,218,Biomass,,71,91,109,121,141,150,174,192,208,217,240,249,263,279,293,320,336,351,1,15,21,44,62,78,86,106,124,140,159,163,179,202,213,226,255,262,287,301,311,332,339,354,12,26,38,1415,1646,2212,1754,3233,3032,2999,3714,2835,2771,2563,2869,2546,1284,2222,1578,1867,1836,1527,1976,1683,1352,1522,1856,2200,1718,2568,2537,2261,3518,3090,2187,3044,3210,2081,1011,2644,1271,1070,2402,1764,1136,610,1131,1333,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.7466,46.71438]}",,2418,2791,3558,3459,6356,6732,7232,7260,6609,6480,6360,6889,6618,6301,6803,1699,1372,2841,1222,1958,1431,2517,1667,6394,6752,5345,5513,6001,7390,7098,6506,6466,6357,6620,6735,9189,6678,5413,2495,2306,1807,1343,1568,1889,1001,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,3,3,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.7466,46.71438]}"
90,1438560000000,-113.74107,220,Biomass,,71,81,98,121,141,150,174,192,208,217,240,249,263,279,293,320,336,351,1,15,21,44,62,78,90,106,124,140,158,163,179,202,211,226,254,266,287,301,311,332,339,2,2,26,38,1594,2561,2215,2070,2858,3032,2721,2581,2872,3042,2519,1900,2032,1427,2028,435,2079,1836,1529,1976,2214,1845,1923,2101,1707,1869,2317,2359,3173,3044,2891,2213,2193,3210,2427,1731,1581,1271,1547,764,1633,1185,1185,1131,1806,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74107,46.71367]}",,3041,2957,3853,3025,6435,6732,7272,7082,7172,7164,6977,6717,6707,6533,7622,1404,2463,2841,1435,1958,3903,3942,2531,6161,5577,5835,5656,6053,6825,7044,6732,6611,6958,6620,6437,6284,7853,5413,2917,2128,3581,1640,1640,1889,2361,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.74107,46.71367]}"
91,1440720000000,-113.76135,221,Biomass,,71,81,110,121,132,153,172,192,208,215,238,249,263,279,293,315,336,349,365,10,21,44,59,69,86,109,113,129,159,163,177,202,223,225,255,271,287,290,311,330,339,1,1,26,38,1536,2313,1694,2578,2686,2477,2077,2206,2062,1880,1571,1693,1394,1168,1376,489,238,283,371,150,273,1136,1990,1600,1698,1852,1771,1595,1825,2007,1711,1672,1607,1577,1384,1292,1115,2235,1809,231,125,33,33,946,322,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76135,46.64315]}",,6977,4668,4770,4545,4969,6670,7770,7097,6882,6968,7261,6938,7056,7025,8100,1421,2612,1469,1292,799,6666,6129,7396,6607,7508,8205,7549,6362,7808,6743,7026,6524,7417,6845,7410,8028,8707,6915,3127,1396,3333,294,294,5405,3350,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76135,46.64315]}"
92,1440720000000,-113.76458,222,Biomass,,71,81,110,121,132,153,172,192,208,215,240,249,268,279,293,320,336,349,1,1,26,44,59,69,86,103,124,129,159,163,177,202,223,225,255,271,287,290,311,330,339,1,1,26,38,1713,2856,1695,1624,2215,3236,2497,2931,3202,3141,2159,2082,2617,2658,2111,852,691,1686,816,816,2488,1784,2324,2132,3920,2626,2367,1990,2262,2828,2148,2184,1950,2442,2684,1559,1513,3229,1645,1144,1450,1524,1524,1945,1237,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76458,46.64297]}",,3471,3485,2340,1816,2897,6537,7550,7242,7318,7301,7075,6893,7818,7108,7807,2023,2380,1687,2317,2317,4661,4199,5024,3545,6057,4128,5702,7220,7669,6956,7050,6765,7802,7038,7286,8080,8498,6454,2745,2064,5194,2769,2769,6445,3811,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76458,46.64297]}"
93,1440720000000,-113.76387,223,Biomass,,71,81,110,121,132,153,172,192,208,215,240,249,268,279,293,320,336,349,1,1,30,44,59,69,86,109,113,129,159,163,181,202,211,225,255,271,287,289,311,332,339,1,1,26,38,1924,2856,2046,2230,2610,2888,2398,2813,3066,2620,2034,2184,2405,2452,2572,993,1172,1557,1175,1175,3061,1933,2245,2244,3396,8484,1858,1831,2415,2604,2886,2237,2685,2224,1504,1476,1415,1257,1809,2388,603,2429,2429,2565,1394,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76387,46.64416]}",,3311,3485,4434,2904,3317,6825,7616,7094,7056,7031,6854,7005,7791,6757,7589,1604,3122,2986,2801,2801,4736,4590,3790,4643,6552,7280,6828,7348,7645,6621,6645,6808,6834,6781,7466,8048,8641,5840,3127,2941,3218,2968,2968,5313,4056,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76387,46.64416]}"
94,1440720000000,-113.76298,224,Biomass,,71,81,110,121,132,153,172,192,208,215,240,249,268,279,293,320,336,349,365,1,25,44,59,78,86,109,113,129,159,163,177,202,211,225,255,271,287,290,311,330,339,1,1,26,38,1924,2313,1732,2235,2610,2888,1984,2770,2381,2037,1639,2184,1622,1524,1466,993,236,283,371,68,2340,932,2084,2761,3990,1652,1860,1990,1825,2267,2148,2237,2685,1730,1504,1559,1499,3229,1356,865,463,33,33,2565,1394,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76298,46.64323]}",,3311,4668,4824,3687,3317,6825,7485,7241,6996,6982,6583,7005,8039,7213,7878,1604,2185,1469,1290,550,3766,5555,6978,4517,6480,6268,8096,7220,7808,6714,7050,6808,6834,6786,7466,8080,8445,6454,3162,2523,2911,294,294,5313,4056,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.76298,46.64323]}"
95,1439940000000,-113.89344,231,Biomass,,71,93,110,121,133,157,172,192,208,222,240,245,263,279,293,320,336,349,1,1,26,44,53,67,89,106,113,130,159,163,179,200,220,225,252,266,273,290,311,330,339,1,1,26,38,557,1181,733,727,242,1318,1904,2445,3176,2916,2922,2289,2296,2448,2375,541,488,1610,874,874,1232,562,534,641,1793,197,446,1174,1955,2275,3329,2261,3001,2613,2840,2502,2110,2382,755,790,1534,1212,1212,1142,90,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89344,46.32373]}",,466,1065,760,668,218,2003,5160,5709,6711,7471,6964,7015,5961,6713,6701,571,608,1425,847,847,1374,533,411,614,2644,185,502,3821,6369,5239,6878,6304,6425,6459,6536,6517,6706,5269,792,691,1444,1130,1130,1495,73,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89344,46.32373]}"
96,1439940000000,-113.88433,232,Biomass,,71,93,110,121,133,157,172,192,208,222,240,249,263,279,293,320,336,349,1,1,26,44,63,69,89,106,113,130,159,176,181,200,211,225,252,271,287,290,311,332,339,1,1,26,38,504,985,677,363,419,2247,1516,3099,3409,2998,3065,3026,2419,2473,2600,982,1054,1284,994,994,1349,1260,1434,1430,2278,912,754,1155,2322,3518,3906,2594,3362,2844,2828,2447,2410,2985,1584,1462,1466,976,976,1674,1362,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88433,46.32465]}",,394,870,652,306,420,2831,2666,6680,7210,7566,7120,7012,6919,6962,7582,994,1021,1223,973,973,1532,1466,1626,1566,3137,826,912,3360,6826,7282,7162,7435,7175,7364,6896,7693,7454,6889,1656,1968,1501,860,860,1618,1359,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88433,46.32465]}"
97,1439940000000,-113.88708,233,Biomass,,71,93,110,121,133,157,172,192,201,222,240,249,263,279,293,320,336,349,1,1,26,48,53,67,89,106,113,130,160,176,179,200,220,225,243,263,287,290,311,332,339,1,1,26,38,319,1146,649,516,483,1621,1808,2044,3182,1657,1729,2505,2048,1161,918,382,209,1071,333,333,653,1569,1461,644,1464,594,713,1155,2975,3274,1413,2166,2117,2727,2533,2851,1070,2067,678,1214,188,-11,-11,749,396,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88708,46.32622]}",,488,1254,651,634,551,2176,3257,5853,6836,6726,6548,6892,6684,7197,7223,662,463,1271,431,431,1867,2149,1548,2152,4175,825,1021,3360,6701,7320,6731,7276,6653,7421,6733,6941,7694,6585,1549,1924,1056,-21,-21,4200,619,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.88708,46.32622]}"
98,1439940000000,-113.89254,234,Biomass,,71,93,110,121,133,157,172,192,208,222,240,249,263,279,293,320,336,349,1,1,31,48,53,69,89,106,124,130,159,163,179,200,211,225,252,266,278,290,311,330,339,1,1,26,38,421,1170,587,319,469,1923,1247,2304,2843,2219,2282,1979,1443,1667,1672,464,622,648,116,116,842,1335,1029,1314,1464,743,1085,1174,1952,1725,2691,1851,2475,2025,1882,1885,1499,2067,1387,439,724,146,146,1639,542,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89254,46.3257]}",,455,1309,738,305,533,2928,2795,6328,6859,6732,6711,6372,6402,6872,7248,1447,3517,1030,283,283,2514,2543,1748,2543,4175,780,1264,3821,6338,4944,6489,6783,6795,6708,6242,6603,8058,6585,1510,1396,1194,393,393,3092,1685,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89254,46.3257]}"
99,1439940000000,-113.89033,235,Biomass,,71,93,110,121,133,157,172,192,208,222,240,249,263,279,293,320,336,349,1,1,26,48,53,78,89,106,113,130,159,163,179,200,211,225,252,271,278,290,311,332,339,1,1,26,38,580,1646,618,387,870,2090,1808,3256,3269,2667,2964,3414,2813,2261,2305,914,1268,1833,955,955,1343,2261,1738,1495,1464,878,1062,1564,2379,3212,3276,2725,3353,2125,3273,2417,2430,3268,1387,2085,1387,1401,1401,1794,1335,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89033,46.32475]}",,517,1574,684,338,922,3019,3257,6898,7086,7311,7076,7191,7272,7024,7524,839,1157,1655,873,873,1600,2641,1643,1569,4175,821,1337,3913,7113,6763,6927,7563,7201,6688,7142,7715,8369,6970,1510,2262,1618,1189,1189,2082,1203,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.89033,46.32475]}"
100,1409270000000,-113.8753,237,Biomass,,71,81,110,120,132,149,172,192,208,222,240,245,268,279,293,317,321,349,1,8,31,45,63,69,89,108,113,130,159,170,177,200,211,225,252,271,278,290,311,332,339,2,2,25,38,11,1174,470,513,392,759,1452,2017,1925,1750,1982,1506,1528,1882,1229,1160,1289,779,306,283,1225,818,715,751,524,236,521,1075,1337,2073,1673,1747,2070,1639,2347,1576,1447,2648,158,830,394,297,297,1195,332,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8753,46.2986]}",,9,1226,459,1013,303,1465,3480,4995,5011,5794,5002,5284,5976,5232,5273,935,1747,553,270,456,2673,1253,1393,858,667,284,558,1728,4021,5316,4932,5834,5366,4927,5216,6147,6496,5755,158,1322,584,572,572,1268,364,2,3,2,1,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.8753,46.2986]}"
1001,1409270000000,-113.87283,238,Biomass,,71,93,110,120,132,157,172,192,201,222,240,249,258,283,293,317,321,349,1,8,31,45,63,67,89,108,113,130,159,176,183,200,211,225,255,263,279,290,311,333,339,2,2,26,38,-50,535,73,513,437,910,783,1999,2490,2057,1810,2121,2077,1909,1229,1160,1113,362,-343,864,676,842,691,703,670,286,-73,1298,1133,2532,2991,1643,2135,1718,1498,2148,1931,2218,752,1800,545,591,591,1067,305,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87283,46.3009]}",,-43,483,65,1013,336,1156,1690,4211,4982,5615,4542,5074,5058,5000,5273,935,1819,441,-532,1641,1036,1078,748,749,849,339,-67,2217,3252,5328,6066,5519,4989,5351,6027,5554,5313,5795,796,2549,846,1054,1054,1143,382,2,2,2,1,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87283,46.3009]}"
1002,1409270000000,-113.87439,239,Biomass,,71,81,110,121,132,153,172,192,208,222,238,249,258,279,293,317,336,349,1,8,31,45,63,67,89,110,113,130,159,176,177,200,211,225,254,263,277,290,311,332,339,1,1,25,38,152,1504,470,-116,593,1404,1425,2984,3073,2407,3005,3017,3093,2511,2601,1771,1288,779,306,1126,1384,1458,1393,774,940,1383,521,3159,1713,3232,2437,2459,2797,2747,2692,2969,3115,2648,1375,1892,1622,808,808,1195,1302,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87439,46.29751]}",,109,1295,459,-85,440,2275,3487,5975,6170,6123,6778,5879,5939,5469,6454,1677,844,553,270,993,1215,1635,1207,784,1080,1401,558,4872,5423,6061,5863,6296,5741,6429,5594,5921,5819,5755,1038,1367,1222,546,546,1268,923,2,3,2,2,2,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87439,46.29751]}"
1003,1409270000000,-113.87552,240,Biomass,,71,81,110,120,132,149,172,192,208,222,240,245,268,279,293,317,321,349,1,8,31,45,63,69,89,108,113,130,159,170,177,200,211,225,252,271,278,290,311,332,339,2,2,25,38,11,1174,470,513,392,759,1452,2017,1925,1750,1982,1506,1528,1882,1229,1160,1289,779,306,283,1225,818,715,751,524,236,521,1075,1337,2073,1673,1747,2070,1639,2347,1576,1447,2648,158,830,394,297,297,1195,332,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87552,46.29958]}",,9,1226,459,1013,303,1465,3480,4995,5011,5794,5002,5284,5976,5232,5273,935,1747,553,270,456,2673,1253,1393,858,667,284,558,1728,4021,5316,4932,5834,5366,4927,5216,6147,6496,5755,158,1322,584,572,572,1268,364,2,3,2,1,2,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.87552,46.29958]}"
1004,1406160000000,-113.84006,244,Biomass,,67,81,104,121,142,153,172,192,208,217,240,249,263,279,293,316,336,349,363,1,21,48,53,78,86,106,117,129,158,170,179,202,211,225,243,266,279,290,311,330,339,2,2,25,40,3013,2453,2978,1811,2731,3228,2714,3135,3292,3369,2929,3092,2713,2834,2957,2223,3071,2532,2316,2630,3773,3585,3002,2669,2765,2611,2979,2626,3570,3101,3247,3009,2913,2675,2918,2618,2896,3276,3116,2582,3218,2618,2618,2866,2982,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84006,46.53373]}",,4040,4790,5198,2631,6980,6728,7427,7098,7394,7054,7033,7295,7429,7489,7812,3489,4226,3081,2388,4039,5090,6504,3360,5577,7034,6721,6577,6947,6788,7194,7026,7234,7064,7164,6980,7089,7395,7408,4910,4455,4695,3886,3886,3687,4965,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84006,46.53373]}"
1005,1406160000000,-113.83706,245,Biomass,,67,81,111,120,142,157,172,192,208,217,240,249,265,279,293,316,334,349,363,1,21,48,63,78,86,110,120,129,159,170,179,202,211,225,254,263,287,290,311,330,339,2,2,25,40,2648,1769,2707,3036,2261,3183,2796,3198,3350,3350,2572,2890,2987,2693,2775,2402,2486,1827,1940,2556,3172,2914,3271,2650,2806,2534,2484,2385,2956,3179,3474,2897,3074,2728,3042,3021,2752,3288,2749,2513,1865,2615,2615,3573,3163,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83706,46.5352]}",,3926,2800,4533,5431,5150,6858,7388,7323,7554,7325,7301,7389,7182,7555,8155,3706,4779,3061,2124,4809,5395,6440,5921,5039,6456,5755,6942,6923,7726,7351,7401,7371,7344,7459,7165,7169,7743,7410,5557,4821,5561,4730,4730,7242,6701,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83706,46.5352]}"
1006,1406160000000,-113.83549,246,Biomass,,67,81,111,120,142,157,172,192,208,217,240,249,265,279,293,316,334,349,363,1,21,48,63,78,86,110,120,129,159,170,179,202,211,225,254,263,287,290,311,330,339,2,2,25,40,2648,1769,2707,3036,2261,3183,2796,3198,3350,3350,2572,2890,2987,2693,2775,2402,2486,1827,1940,2556,3172,2914,3271,2650,2806,2534,2484,2385,2956,3179,3474,2897,3074,2728,3042,3021,2752,3288,2749,2513,1865,2615,2615,3573,3163,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83549,46.53429]}",,3926,2800,4533,5431,5150,6858,7388,7323,7554,7325,7301,7389,7182,7555,8155,3706,4779,3061,2124,4809,5395,6440,5921,5039,6456,5755,6942,6923,7726,7351,7401,7371,7344,7459,7165,7169,7743,7410,5557,4821,5561,4730,4730,7242,6701,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83549,46.53429]}"
1007,1406160000000,-113.83635,265,Biomass,,67,81,111,120,142,157,172,192,208,217,240,249,265,279,293,316,334,349,363,1,21,48,63,78,86,110,120,129,159,170,179,202,211,225,254,263,287,290,311,330,339,2,2,25,40,2648,1769,2707,3036,2261,3183,2796,3198,3350,3350,2572,2890,2987,2693,2775,2402,2486,1827,1940,2556,3172,2914,3271,2650,2806,2534,2484,2385,2956,3179,3474,2897,3074,2728,3042,3021,2752,3288,2749,2513,1865,2615,2615,3573,3163,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83635,46.53503]}",,3926,2800,4533,5431,5150,6858,7388,7323,7554,7325,7301,7389,7182,7555,8155,3706,4779,3061,2124,4809,5395,6440,5921,5039,6456,5755,6942,6923,7726,7351,7401,7371,7344,7459,7165,7169,7743,7410,5557,4821,5561,4730,4730,7242,6701,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83635,46.53503]}"
1008,1406160000000,-113.83934,266,Biomass,,67,81,111,120,142,157,172,192,208,217,240,249,265,279,293,316,334,349,363,1,21,39,63,78,86,106,117,129,159,170,179,202,211,225,254,266,284,290,311,330,339,2,2,25,40,3013,2557,2714,3122,2739,3423,2931,3516,3485,3674,3124,3240,3228,2693,2775,2402,3378,2418,2316,3222,3773,3660,3332,3178,2765,2525,3141,2663,2956,3200,3554,3118,3259,2814,3226,2763,2818,3279,3573,2830,2622,2645,2645,3573,3414,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83934,46.53437]}",,4040,4184,4539,5217,6783,6994,7583,7424,7564,7477,7585,7509,7188,7555,8155,3706,5191,3196,2388,4788,5090,5813,5692,5337,7034,6019,6910,7131,7726,7369,7333,7474,7414,7461,7145,7246,7346,7411,5577,4654,5398,4753,4753,7242,5587,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83934,46.53437]}"
1009,1406160000000,-113.84325,267,Biomass,,75,81,104,121,142,157,172,192,208,217,240,249,263,279,293,316,336,349,363,1,26,48,53,78,86,111,124,129,158,170,179,199,211,225,243,266,284,290,311,330,339,2,2,25,40,3669,2557,2978,1634,2281,3423,2668,3122,3292,3433,2899,2847,2434,2003,2542,2223,2803,2268,1691,1456,2374,3585,2897,2078,2316,2386,2590,2161,3570,3148,3247,3797,2764,2675,2623,2433,2157,2766,2125,2582,2193,2223,2223,2866,2982,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84325,46.53641]}",,4885,4184,5198,2450,5940,6994,7292,7113,7394,7314,7338,7084,7089,6949,7802,3489,4887,2974,2032,4423,7028,6504,3993,4957,6625,6179,5979,5910,6788,6891,7026,7301,5931,7164,6636,7152,6782,6403,3803,4455,4464,3418,3418,3687,4965,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.84325,46.53641]}"
1010,1406590000000,-113.83601,268,Biomass,,67,81,111,120,142,157,172,192,206,217,240,249,268,279,293,317,334,349,363,1,26,48,63,78,86,110,124,129,159,170,179,202,211,225,254,266,287,290,311,330,339,2,2,25,40,2041,2557,2712,2760,2261,3183,2796,3282,2929,3020,2617,3099,2306,2116,1776,2492,1454,1063,957,1404,1880,2334,2534,2066,1957,2166,2328,2334,2956,3300,3235,3129,3079,2772,3084,2055,2178,2409,2310,1347,1021,1369,1369,2200,2488,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83601,46.53565]}",,3341,4184,4537,4932,5150,6858,7388,6987,7451,6880,7044,7401,7623,7118,7502,4612,4244,2362,1190,3987,6994,5854,4966,3995,5034,4241,5486,6408,7726,7351,6870,7238,7081,7312,7201,6982,7417,6854,4775,4635,4455,3395,3395,6203,6599,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.83601,46.53565]}"
